PH,oxy,elec,tur,tem
8.69,12.25,9790,55,26.6
8.08,13.4,9665,63,26.7
8.56,10.83,9623,61,25.8
8.73,12.16,9364,54,25.8
8.39,9.59,9521,50,25.2
8.13,9.87,9495,60,25.3
8.31,8.81,9476,52,25.2
8.21,8.12,9544,55,25
8.09,7.32,9526,53,25
8,7.76,9466,51,24.9
8.11,7.46,9371,44,24.8
8.2,8.21,9363,40,24.7
8.24,8.41,9329,40,24.7
8.02,8.43,9323,40,24.6
8.2,7.92,9299,40,24.6
7.95,6.16,9467,66,24.5
7.92,6.25,9496,57,24.5
7.94,6.95,9495,47,24.5
7.9,5.99,9547,58,24.6
7.85,5.33,9601,70,24.6
7.82,5.17,9628,77,24.6
7.87,5.29,9724,89,24.7
7.7,4.15,9831,92,24.5
7.74,4.46,9847,81,24.5
7.67,3.67,9984,84,24.2
7.81,4.19,9943,71,24.2
7.64,3.75,10030,77,24.1
7.61,3.43,10109,86,24
7.58,3.41,10262,149,24
7.76,3.32,10244,72,23.8
7.6,4.17,10193,37,23.8
7.59,3.67,10242,91,23.8
7.55,3.38,10476,71,23.9
7.75,3.67,10357,116,23.6
7.56,3.44,10279,51,23.4
7.54,3.35,10489,59,23.6
7.54,3.09,10474,91,23.6
7.73,3.1,10479,57,23.4
7.52,3.05,10537,59,23.4
7.54,3.05,10499,54,23.2
7.56,3.66,10428,45,23.1
7.72,3.1,10628,172,23.2
7.5,3.07,10668,158,23.2
7.52,2.83,10718,75,23.1
7.5,2.51,10982,69,23.3
7.71,3.76,10873,51,23.2
7.59,3.95,10762,43,23
7.58,3.96,10527,51,22.9
7.54,3.66,10561,46,22.8
7.67,3.85,10602,44,22.8
7.56,3.76,10626,210,22.8
7.5,3.36,10500,49,22.6
7.49,3.35,10442,210,22.5
7.71,4.74,9638,330,22.5
7.62,4.58,9462,40,22.6
7.62,4.41,9456,500,22.5
7.58,4.15,9464,44,22.4
7.72,4.23,9536,41,22.3
7.56,3.76,9568,458,22.4
7.57,3.68,9546,46,22.4
7.55,3.59,9640,57,22.4
7.68,3.54,9633,268,22.2
7.47,3.75,34635,197,22
7.56,4.39,32801,206,21.7
7.58,4.03,13979,349,21.9
7.7,4.09,11788,45,21.9
7.58,4.39,11311,401,21.8
7.61,4.5,10739,38,21.9
7.62,4.76,10559,39,22.1
7.75,5.45,10381,422,22
7.73,5.77,10300,46,22.1
7.7,5.85,10267,45,22
7.74,6.33,10206,140,22
7.76,6.3,10128,51,21.9
7.71,5.78,9919,361,21.9
7.67,5.46,9793,133,21.9
7.68,5.27,9763,35,21.8
7.74,5.15,9807,93,21.7
7.63,4.87,9750,35,21.8
7.58,4.26,9729,32,21.7
7.6,4.43,10025,27,21.8
7.7,3.93,9903,36,21.6
7.6,4.41,10603,34,21.8
7.58,4.01,10176,76,21.7
7.58,4.25,10146,34,21.7
7.7,4.13,10026,23,21.5
7.57,4.08,9997,20,21.5
7.56,3.95,9970,33,21.5
7.54,3.52,10173,118,21.6
7.66,3.15,10602,55,21.7
7.54,3.47,10744,49,21.8
7.53,3.19,10493,58,21.8
7.55,3.31,10346,35,21.8
7.62,4.14,10278,104,21.7
7.6,4.55,10218,21,21.8
7.56,3.76,10287,35,21.8
7.58,4.26,10228,59,21.9
7.58,3.78,10250,36,22
7.54,3.95,10192,31,22
7.56,3.97,10114,63,21.8
7.55,3.92,10090,33,21.9
7.62,3.95,10178,36,21.8
7.53,3.52,10230,23,21.8
7.5,3.12,10313,40,21.8
7.52,3.11,10667,70,21.8
7.58,2.5,10683,62,21.8
7.47,2.31,10351,36,21.7
7.53,3.49,10609,64,21.7
7.5,2.9,10466,93,21.6
7.6,3.94,10421,29,21.5
7.51,3.37,10398,53,21.5
7.52,3.61,10386,26,21.4
7.52,3.62,10373,27,21.4
7.6,4.1,10350,55,21.3
7.55,4.13,10203,27,21.3
7.52,3.83,10105,95,21.3
7.51,3.73,10117,113,21.4
7.58,4.6,10152,32,21.4
7.67,5.74,9998,300,21.4
7.73,6.47,9806,71,21.4
7.9,6.63,9716,35,21.5
7.95,6.49,5,359,21.4
7.76,5.61,9878,39,21.4
7.69,4.94,10087,45,21.3
7.63,4.28,10644,197,21.4
7.86,3.63,6,61,21.4
7.57,4.01,11222,93,21.2
7.65,4.89,10484,237,21.2
7.58,4.13,11386,50,21.2
7.88,4.18,6,294,21.2
7.57,3.95,12572,78,21.3
7.52,3.79,12419,40,21.2
7.52,3.72,12757,500,21.2
7.91,3.67,6,45,21.1
7.51,3.41,12834,43,21.2
7.54,4.03,13182,283,21.1
7.84,4.35,37837,346,20.9
7.99,4.69,25,500,20.9
7.63,5.05,31506,168,20.7
7.64,5.44,15156,39,20.8
7.6,4.36,14549,500,21.1
7.96,4.25,9,101,21.1
7.56,3.99,16705,41,21.1
7.48,3.96,16272,475,21.4
7.58,3.87,16441,45,21.5
7.86,3.68,17854,32,21.2
7.52,3.57,17472,22,21.3
7.53,3.24,17553,45,21.2
7.48,3.06,17234,46,21.3
7.86,3.07,16786,44,21.2
7.49,2.94,17023,40,21.3
7.48,3.12,16324,25,21.3
7.49,2.98,16434,31,21.3
7.9,3.47,15903,40,21.3
7.51,3.61,15483,26,21.3
7.48,3.48,15626,45,21.2
7.51,3.79,15075,35,21.2
7.91,3.56,15186,34,21.2
7.48,3.6,15062,39,21.2
7.48,3.75,14909,18,21.2
7.49,3.74,14592,21,21
7.94,4.32,14749,37,21
7.52,4.02,14870,26,21.1
7.49,3.62,15412,52,21.3
7.49,3.82,15154,45,21.4
7.97,4.3,14846,32,21.6
7.57,5.01,14511,31,21.9
7.52,4.8,14527,24,21.9
7.54,4.68,14495,21,22
7.97,4.66,14674,42,21.7
7.43,3.31,15395,46,21.5
7.45,3.81,15530,32,21.4
7.46,3.38,15941,43,21.4
7.9,3.33,16006,53,21.3
7.37,3.12,16064,36,21.4
7.4,2.79,16253,50,21.3
7.43,2.71,16742,50,21.3
7.86,2.8,16640,40,21.3
7.44,2.79,16760,43,21.3
7.45,3.16,16440,27,21.3
7.44,3.28,16414,36,21.3
7.87,4.01,15964,28,21.1
7.5,4.68,15554,17,21
7.48,4.46,15343,33,20.9
7.48,4.39,15358,22,20.9
7.86,4.15,15547,40,21
7.48,4.26,15506,35,21
7.48,4.46,15340,24,21
7.52,4.87,15281,31,21
7.89,5.24,15209,50,21.2
7.56,5.57,15059,8,21.5
7.71,7.44,14754,32,21.2
7.6,5.85,15121,19,21.2
7.88,3.84,15917,40,21.1
7.4,2.92,16590,52,21.2
7.35,2.64,17146,54,21.1
7.44,3.03,18024,43,21.1
7.86,2.74,17665,53,21.2
7.49,3.66,17934,52,21.2
7.51,4.59,16572,42,20.9
7.52,4.67,16563,36,20.9
7.9,4.73,16659,27,20.7
7.42,4.16,16887,35,20.9
7.47,4.06,16846,26,20.8
7.49,4.23,16786,26,20.8
7.93,4.7,16836,33,20.8
7.5,4.61,16792,18,20.7
7.54,5.4,16404,29,20.2
7.48,4.31,16914,39,20.6
7.93,4.03,17019,29,20.7
7.47,4.05,16726,39,20.5
7.36,4.57,16484,35,20.2
7.53,4.97,16422,26,20.2
7.91,5.34,16318,41,20.1
7.54,5.43,16278,18,20.1
7.31,5.97,16178,21,20
7.62,6.61,16089,26,20
7.93,7.79,16002,33,19.8
7.8,8.41,15923,29,19.8
7.54,6.79,15333,23,19.9
7.62,6.7,15404,18,19.9
7.92,6.91,15329,25,19.7
7.64,6.95,15250,25,19.6
7.38,6.36,15331,14,19.7
7.58,6.38,14269,25,19.6
7.92,7.05,13665,15,19.5
7.6,6.55,13463,11,19.4
7.54,6.29,13564,29,19.5
7.59,6.5,13048,12,19.3
7.92,6.99,12855,27,19.2
7.58,6.79,12796,25,19.1
7.54,6.77,12712,14,19
7.62,7.14,12589,25,19
7.91,7.38,12580,26,19
7.64,7.24,12576,11,18.9
7.51,7.17,12549,24,18.9
7.7,7.64,12505,11,18.9
7.94,8.21,12335,18,18.7
7.71,7.92,12121,29,18.7
7.58,7.87,12048,18,18.6
7.72,8.14,11539,19,18.6
7.94,8.57,11076,32,18.7
7.64,7.35,11156,18,18.8
7.64,7.32,10852,31,18.8
7.67,7.63,10298,29,18.8
7.93,8.18,9934,17,18.6
7.65,8.02,9797,27,18.6
7.47,7.69,9688,17,18.4
7.65,7.54,9669,39,18.4
7.9,7.05,9568,26,18.5
7.56,6.76,8522,25,18.5
7.52,6.5,9027,28,18.6
7.54,6.82,8125,26,18.5
7.89,7.1,8053,32,18.4
7.57,6.85,8035,25,18.4
7.45,6.89,7972,11,18.3
7.56,6.78,7865,17,18.4
7.89,7.4,7846,25,18.5
7.59,7.64,7735,11,18.7
7.56,7.57,7694,12,18.7
7.61,7.47,7657,24,18.8
7.9,8.58,7658,14,19
7.86,9.8,7463,12,19.6
7.35,3.3,22360,142,20
7.32,4.18,15369,46,19.7
7.86,4.96,13080,33,19.6
7.44,4.16,14602,37,19.6
7.39,3.81,13812,29,19.6
7.42,3.97,13156,36,19.6
7.8,3.99,13608,35,19.5
7.38,3.81,13503,22,19.5
7.42,4.31,13288,36,19.5
7.43,4.18,12929,26,19.5
7.81,4.4,12027,35,19.5
7.43,4.42,11402,35,19.5
7.39,4.36,11523,51,19.5
7.43,4.37,11374,36,19.5
7.84,5.67,10789,21,19.4
7.49,5.83,10320,12,19.3
7.4,5.92,9899,26,19.2
7.48,6.52,9363,12,18.9
7.86,7.28,9254,14,18.8
7.42,6.78,9175,21,19
7.58,7.4,9221,16,19.4
7.67,8.31,9040,30,19.8
7.93,8.62,8520,31,20.1
7.73,8.91,8175,32,20.1
7.77,7.89,9224,31,19.8
7.67,6.28,19890,53,20.1
7.93,6.87,11614,230,20
7.73,7.19,10662,32,19.9
7.55,6.43,12442,247,19.8
7.64,6.71,11345,500,19.8
7.87,6.66,11068,36,19.9
7.65,6.79,10833,222,19.9
7.67,6.67,10191,38,20
7.59,6.98,9697,31,20.1
7.93,7.93,9340,386,19.9
7.7,7.54,9256,32,19.9
7.78,8.16,9111,25,19.8
7.73,7.71,9240,85,19.8
7.95,7.94,9103,27,19.6
7.56,8.22,8848,26,19.8
7.76,8,8457,500,19.9
7.76,7.84,7596,26,20
7.98,8.61,7070,409,20.4
7.86,9.1,6402,101,21
7.59,9.7,6465,31,21.5
7.8,8.68,6594,500,21.2
8.02,9.2,6638,30,21.2
7.74,8.8,6633,29,21.3
7.49,7.53,7291,500,21
7.65,7.27,7516,31,21
7.88,6.05,9067,88,20.9
7.66,6.93,8103,17,21
7.6,6.66,8413,29,20.9
7.68,7.19,7767,36,21.1
7.97,8.02,7624,44,21.4
7.73,7.59,7698,36,21.4
7.75,7.79,7316,19,21
7.81,8.36,7189,28,21
7.98,8.52,7629,19,20.9
7.88,8.74,7061,20,21
7.87,8.63,7052,29,21.1
7.9,7.28,34522,64,20.3
8,7.84,37029,48,20
7.65,7.78,27323,26,20.2
7.68,8.06,12409,15,20.2
7.86,8.32,9530,29,20.4
8.08,9.27,8903,32,20.7
8.02,9.48,8568,32,20.9
8.12,10.51,8503,31,21.3
8.04,9.81,8638,51,21.1
8,8.58,9857,62,20.9
7.8,7.9,11399,35,20.9
7.57,6.47,16076,96,20.9
7.64,6.48,18169,63,20.8
7.87,6.58,30504,26,20.5
7.46,6.74,18482,114,21.2
7.65,8.14,15824,39,21.5
7.69,8.77,12795,36,21.8
8.13,9.89,10434,31,22.1
8.13,9.8,8998,35,22.3
8.09,9.81,7421,25,22.4
8.04,9.25,7512,64,22.4
8.12,9.02,7682,36,22.2
7.96,8.8,7704,28,22.2
7.93,8.66,8169,51,22.4
7.82,7.82,7637,31,22
8.08,8.66,7652,30,22
7.89,8.36,7634,29,22
7.9,8.41,7539,29,21.8
7.74,8.73,7456,64,21.9
8.06,8.84,7519,40,21.9
7.96,9.42,7337,105,22.1
7.94,9.63,7234,51,22.2
8.15,11.16,7019,35,22.5
8.16,13.08,6928,135,23.3
8.34,13.66,6876,80,23.5
8.34,13.3,6891,37,23.3
8.54,14.75,6875,67,23.6
8.05,11.55,7111,41,22.9
8.04,10.2,7071,33,22.7
8.15,10.83,6983,53,22.9
8.06,10.2,6997,46,22.9
7.96,8.89,7641,72,22.5
7.93,8.74,7083,106,22.6
7.92,8.75,6563,40,22.6
7.89,9.06,6058,40,22.6
7.94,8.76,6093,78,22.5
7.8,7.82,6071,129,22.3
7.77,7.36,6069,116,22.3
7.76,7.53,6126,72,22.1
7.88,7.61,6168,73,22
7.7,6.9,6259,48,21.6
7.69,6.92,6312,119,21.5
7.58,6.4,6480,71,21.3
7.83,7.14,6662,172,21.3
7.71,7.19,6762,106,21.7
7.72,7.28,6857,171,22.1
7.73,7.49,6935,84,22.4
7.78,7.95,7007,123,23
7.73,7.28,7080,116,23.4
7.78,7.72,6969,87,23.3
7.83,8.17,6854,69,23.3
7.85,9.37,6843,63,23.4
7.89,8.31,6891,71,23.6
7.98,8.91,6814,63,23
7.9,8.18,6745,138,22.7
7.86,8.56,6558,53,22.4
7.79,7.27,6636,145,22.3
7.78,7.16,6955,49,22.1
7.7,7.19,7143,45,21.9
7.84,8.16,7003,59,21.9
7.83,7.76,6883,59,21.8
7.75,7.16,6886,36,21.5
7.76,7.06,6840,31,21.4
7.85,7.43,6829,39,21.2
7.74,6.9,6767,37,21
7.72,6.69,6749,68,21
7.77,7,6814,40,20.7
7.88,7.86,6831,34,20.7
7.8,7.65,6781,39,21.1
7.84,7.78,6783,47,21.7
7.85,7.86,6810,87,21.8
7.9,8.77,6850,52,21.8
7.98,9.05,6762,36,22.2
7.85,7.92,6740,29,22
8.02,8.99,6746,42,22.4
7.93,9.27,6778,48,22.4
7.9,7.88,6770,49,22
7.89,7.3,6780,44,21.6
7.85,7.08,6805,45,21.6
7.88,7.24,6860,46,21.2
7.93,8.17,6935,33,21.4
7.93,7.64,6932,44,21.4
7.98,7.74,6940,35,21.4
7.91,8.51,7014,35,21.4
7.92,7.21,6977,102,21.3
7.94,7.38,6987,32,21.3
7.88,7.02,6985,32,21.3
7.89,7.89,7041,38,21.3
7.85,6.89,7022,32,21.3
7.85,6.44,7029,78,21.2
7.87,6.48,7035,35,21.2
7.88,7.41,7071,37,21.2
7.88,6.8,7034,110,21.2
7.88,6.49,7070,38,21.3
7.8,5.96,7198,39,21.4
7.86,7.27,7231,60,21.5
7.71,5.04,7263,50,21.5
7.77,5.2,7216,61,21.5
7.87,6.35,7190,49,21.6
7.82,7.77,7212,42,21.6
7.94,6.66,7167,22,21.6
7.98,7.05,7155,26,21.5
7.95,6.88,7149,35,21.3
7.87,7.43,7187,65,21.2
7.93,6.25,7153,38,21.2
7.89,5.95,7158,38,21.1
7.87,5.58,7167,37,21.1
7.86,6.11,7233,37,21
7.79,4.85,7202,47,21
7.79,4.68,7208,53,20.9
7.72,3.74,7214,34,20.9
7.82,5.18,7299,49,20.8
7.78,4.19,7281,50,20.8
7.6,2.89,7227,35,20.6
7.56,2.45,7196,42,20.7
7.77,3.62,7283,39,21
7.64,3.12,7267,33,21.4
7.71,4.52,7238,31,21.8
7.82,5.58,7118,34,22.2
7.86,7.98,6956,25,23.1
8.31,10.45,6393,56,24.6
8.32,10.16,6351,45,24.4
8.06,7.12,6930,39,23.4
7.9,10.2,6783,46,24.3
7.97,5.08,7115,38,22.7
7.82,4.31,7216,51,22.1
8.06,6.33,7039,51,22.2
7.85,7.11,7103,43,22
7.95,5.02,7103,37,21.9
7.86,3.98,7186,46,21.6
7.71,2.86,7285,25,21.4
7.76,4.01,7518,44,21.2
7.66,2.1,7251,44,21.5
7.77,2.58,7049,26,22
7.81,2.37,6958,31,22.1
7.78,5.06,6733,37,22
7.79,2.36,6856,18,22
7.87,2.52,6500,37,21.9
7.82,2.27,6456,36,21.8
7.77,5.15,6491,43,22
8.07,4.62,6492,46,22.6
8.18,6.74,6428,41,23.3
8.23,6.98,6377,52,23.8
7.85,7.68,6399,51,23.8
8.5,10.63,6313,57,25.2
8.54,10.49,6309,64,25.6
7.93,3.36,6515,45,23.1
7.75,2.51,6641,37,22.6
7.86,1.98,6566,49,22.8
7.91,2.17,6526,43,22.8
7.83,1.26,6581,37,22.7
7.7,10.03,6531,46,22.4
7.76,8.76,6511,41,22.5
7.72,8.12,6544,40,22.4
7.67,7.69,6575,52,22.4
7.62,7.38,6683,64,22.3
7.56,6.89,6794,39,22.2
7.57,6.42,6663,48,22.2
7.53,5.82,6611,41,22.4
7.58,5.76,6626,54,22.4
7.51,5.64,6610,46,22.4
7.49,5.64,6618,39,22.4
7.48,4.9,6619,51,22.4
7.55,6.08,6671,69,22.7
7.63,8.06,6608,34,23.2
7.67,8.94,6455,47,23.9
7.71,9.42,6476,45,24.4
8.15,10.66,6387,45,25.3
8.91,12.26,6136,35,27.1
8.79,10.92,6215,74,26.7
8.57,9.55,6283,78,25.5
8.35,9,6333,78,25
8.37,7.8,6311,73,24.1
8.41,8.32,6230,78,23.6
8.24,7.03,6295,73,23.5
8.17,6.66,6380,76,23.5
7.83,6.05,6369,77,23.5
8.04,5.83,6371,75,23.5
8.07,5.69,6382,73,23.5
8.16,4.98,6468,75,23.4
7.9,4.49,6400,76,23.6
7.95,4.75,6351,74,23.7
8.02,4.9,6322,74,23.8
8.23,5.92,6352,74,23.9
8.16,5.94,6292,74,23.9
8.15,5.96,6269,73,23.9
7.95,5.85,6280,73,24
8.25,6.03,6328,75,24.2
8.31,7.09,6271,74,24.4
8.26,6.9,6293,74,24.8
8.23,7.06,6310,75,25.4
8.27,5.44,6488,76,24.8
8.26,6.59,7090,73,25.2
8.81,10.68,6396,74,27.2
8.22,7.24,6507,74,25.7
8.34,8.1,6683,74,25.7
8.34,7.02,6567,73,25.2
8.29,6.85,6628,73,25.2
8.12,7.11,6559,77,24.8
8.27,6.13,6869,74,24.8
8.22,6.36,6761,73,24.6
8.09,6.15,6729,74,24.8
8.13,5.53,6624,74,25.4
8.31,7.13,6669,72,25.7
8.48,8.18,6251,73,26
8.38,7.52,6188,74,26
8.54,7.73,5902,81,26.2
8.37,7.88,5741,76,26.4
8.44,6.76,5540,75,26.1
8.33,5.95,5175,77,25.7
8.2,5.56,4798,73,25.4
8.29,6.26,4508,74,25.5
8.08,4.46,5335,74,25.2
8.14,5.48,4788,73,26.2
8.34,7.25,4829,70,26.7
8.28,7.43,4844,74,27.6
8.4,7.29,4814,92,28.2
8.72,9.73,4817,82,28.5
8.66,8.88,5093,393,28.3
8.25,10.02,5163,233,27.8
8.64,9.02,5335,84,27.5
8.53,8.25,5569,271,26.9
8.44,6.56,5741,455,26.7
8.21,6.17,6265,91,26.1
8.21,4.82,5825,315,26.1
8.1,4.04,6298,84,25.8
8.01,3.57,6615,78,25.8
8.11,2.4,6106,260,25.8
8.02,3.52,5838,67,25.7
8.19,4.82,5454,344,26
8.24,4.8,5372,500,26.2
8.15,5.11,5273,54,26.2
8.11,3.58,5250,175,26.2
8.06,3.06,5266,93,26.2
8.07,3.33,5179,54,26.3
8.1,4.52,5038,213,26.8
8.22,4.24,5013,63,27.1
7.98,2.05,5209,86,26.7
7.96,2.3,5457,202,26.3
7.82,5.38,17684,96,25.8
7.93,4.15,39035,342,24.2
8.06,6.2,44095,222,23.8
8.1,6.74,42503,39,24.2
7.93,7,35688,311,25
8.09,5.98,31531,219,25.3
8.12,4.98,22159,56,25.6
8.04,4.16,22682,283,25.5
7.93,4.3,18402,64,25.5
7.99,3.43,17605,61,25.5
7.93,2.7,16813,211,25.4
7.82,1.91,15270,62,25.4
7.84,2.55,14430,367,25.4
7.79,1.79,13928,158,25.4
7.75,1.46,13206,63,25.3
7.72,1.24,13097,182,25.3
7.79,1.81,13175,228,25.3
7.67,0.88,13016,61,25.3
7.67,1.28,13198,391,25.3
7.66,1.15,12602,55,25.4
7.74,1.25,12410,64,25.3
7.67,1.49,12345,413,25.4
7.65,1.04,12286,63,25.4
7.67,0.95,12039,64,25.5
7.69,2.11,11801,424,25.7
7.6,1.98,26897,89,25
7.7,3.42,43755,178,23.9
7.76,3.51,37044,179,24.2
7.68,4.85,29882,51,24.9
7.82,4.03,31518,229,24.7
7.72,2.93,28985,54,24.7
7.81,3.95,30416,36,24.6
7.64,4.23,30636,41,24.6
7.73,4.39,31520,47,24.6
7.76,5.12,34470,296,24.4
7.74,4.79,35579,414,24.4
7.64,4.97,36454,37,24.2
7.72,4.66,37054,377,24.2
7.69,4.4,37664,103,24.1
7.68,4.11,36379,28,24.1
7.61,3.72,35885,500,24.1
7.58,2.96,35300,28,24.1
7.56,2.46,32349,25,24
7.52,2.71,29997,344,23.6
7.58,3.43,26894,33,23.5
7.54,3.38,25923,425,23.5
7.5,2.97,27606,500,23.6
7.49,2.72,27914,45,23.7
7.56,2.47,30003,401,23.7
7.48,2.16,30576,482,23.8
7.49,2.06,32423,52,23.8
7.49,2.07,30796,161,23.8
7.56,2.95,28391,38,23.7
7.49,2.91,27486,36,23.6
7.56,5.25,24488,25,23
7.54,5.06,24256,35,23
7.97,4.8,22202,378,22.9
7.91,4.57,22158,383,23
7.86,4.29,21770,39,22.8
7.67,4.03,21339,93,22.7
8.11,4.29,20375,38,22.7
7.84,4.03,21178,38,22.8
7.82,3.69,21616,192,22.8
7.8,3.59,21322,42,22.9
8.01,3,21949,58,22.9
7.74,3.1,21628,95,23
7.73,2.85,20963,40,23
7.72,2.92,19301,321,22.6
8.01,3.38,18900,500,22.5
7.87,4.9,17894,29,22.3
7.93,5.32,17137,325,22.2
7.93,5.55,17275,96,22.1
8,5.5,16766,40,22.5
7.97,5.89,16505,33,22.4
7.81,4.6,17761,54,22.2
7.62,5.41,18871,61,22.5
7.92,5.31,19222,47,22.5
7.73,5.57,18832,36,22.4
7.71,5.69,18577,36,22.2
7.7,5.7,18243,28,22.2
7.72,5.66,18105,46,22.2
7.62,5.69,18289,43,22.2
7.62,5.48,18190,49,22.2
7.6,5.35,18020,45,22.2
7.92,5.91,17438,28,21.8
7.63,6.09,17869,51,21.8
7.65,5.59,17765,47,21.9
7.7,6.09,17726,31,21.8
7.96,6.34,17555,39,21.6
7.7,6.12,17318,30,21.3
7.68,6.17,17321,26,21.2
7.71,6.5,17117,31,21.2
7.97,6.34,17052,18,21.3
7.63,6.15,17259,23,21.4
7.67,6.1,16857,34,21.4
7.8,6.49,16693,33,21.6
7.73,6.44,16711,40,21.7
7.7,6.22,16636,36,22.4
7.72,6.07,16080,38,22.2
3.63,5.5,16711,61,22.2
7.57,5.42,16714,51,22.3
7.69,6.06,14928,31,22
7.69,6.31,14676,35,21.9
7.59,5.89,15386,39,22.1
7.69,5.7,15712,40,22.1
7.57,5.66,15800,40,22.1
7.54,5.81,15160,47,22
7.52,5.28,15189,46,22
7.76,5.67,14962,40,21.9
0,0,0,0,0
0,0,0,0,0
7.55,5.62,14043,32,21.2
7.81,5.97,13439,33,21.1
7.63,6.29,13255,31,21.1
7.65,6.26,12914,28,21
7.67,6.62,12706,27,21
7.87,6.73,12501,31,21.1
7.77,6.83,12224,31,21.3
7.83,7.02,12192,31,21.7
7.9,7.26,11866,31,22.4
7.93,7.33,11780,36,22.6
8.25,8.37,11476,42,23.2
8.2,8.21,11399,35,22.6
8.28,8.61,11055,40,22.5
7.74,7.01,12515,62,22.2
7.72,6.42,12898,54,22
7.61,5.84,13374,63,21.8
7.59,6.02,13737,47,21.5
7.78,6.14,13184,55,21.6
7.58,5.73,13857,63,21.6
7.58,5.69,14082,43,21.6
7.58,5.52,13651,49,21.6
7.8,5.72,13475,56,21.7
7.61,5.9,12931,48,21.6
7.7,6.29,12190,32,21.6
7.71,6.49,11980,30,21.6
7.9,6.44,11730,32,21.6
7.69,6.62,11870,36,21.6
7.73,6.41,11610,30,21.5
7.88,7.05,11096,27,21.4
7.98,7.2,11008,30,21.5
7.95,7.35,10788,31,21.7
8.22,8.18,10167,31,22.4
8.35,8.61,9472,35,23.2
8.06,9.4,9397,38,23.4
8.15,9.23,9888,31,22.8
8.42,9.68,9473,32,23.2
8.21,8.47,10050,40,22.7
8.04,8.16,10577,40,22.2
7.99,7.79,10953,36,22
7.67,6.16,12161,47,21.8
7.63,6.32,12399,37,21.8
7.9,6.67,12064,41,21.9
7.59,5.96,12883,49,21.9
7.56,5.89,12583,51,21.9
7.63,6.22,12054,44,21.8
7.9,6.04,11792,54,22
7.67,6.33,11347,50,22.2
7.67,6.45,11113,50,22.2
7.73,6.4,10815,42,22.3
8.02,6.84,10742,46,22.2
7.98,7.64,10163,31,22.1
8.14,7.85,9871,35,22.1
8.22,8.34,9651,29,21.9
8.21,8.86,9851,36,22.4
8.45,9.34,9877,40,22.8
8.52,10.19,9805,39,23.4
8.74,10.85,9384,42,24
8.36,11.28,8845,50,25.2
8.87,10.89,8811,40,25.3
8.77,10.49,9016,41,25
8.73,10.46,9112,36,24.6
7.3,10.53,8873,50,24.9
8.42,9.4,9911,38,23.5
8,7.18,10761,37,22.8
7.97,7.24,10884,35,22.7
7.89,6.46,11475,54,22.7
7.83,6.5,11645,47,22.6
7.8,6.34,11839,47,22.5
7.84,6.53,11699,43,22.5
7.93,6.37,11229,48,22.5
7.91,6.73,10639,46,22.7
7.97,6.68,10474,37,22.8
8.14,7.23,10098,33,23.1
8.15,7.39,9857,36,23.2
8.16,7.17,9944,31,23.1
8.17,7.17,9842,32,23.1
8.22,7.31,9794,33,23.1
8.31,8.6,9636,45,23.3
8.34,7.79,9746,31,23.3
8.16,7.13,10163,42,23.2
8.11,6.96,10214,42,23.2
8.01,6.29,10631,61,23.3
7.74,5.8,11930,60,23.1
7.52,4.68,14502,40,23
7.48,4.66,16206,42,22.9
7.6,4.68,17629,47,22.8
7.4,4.52,18529,45,22.8
7.68,4.42,19323,35,22.6
7.66,4.38,18367,30,22.6
8.12,4.17,18432,32,22.6
7.83,5.09,17004,32,22.8
7.81,4.6,16818,32,22.8
7.94,5.33,16322,41,23
8.14,5.5,15750,40,23
8.08,5.78,15384,31,23.1
8.09,5.7,15074,35,23.1
8.14,5.97,14621,31,23
8.32,5.68,14616,41,23
8.09,5.84,14496,34,22.9
8.04,5.68,14363,30,22.9
7.9,5.39,13953,39,22.9
8.34,5.84,13891,32,23
8.16,6.61,13746,30,23.1
8.5,7.18,13580,32,23.6
8.91,9.1,13300,35,24
8.75,9.55,13302,49,24.3
9.2,10.27,13078,63,24.6
8.48,7.17,13663,45,23.8
8.18,5.84,13962,45,23.6
8.45,5.41,14416,41,23.4
7.92,5.32,14339,39,23.4
8.01,5.61,14433,40,23.3
8.29,6.33,13920,46,23.6
8.52,6.48,13754,54,23.6
8.4,6.74,13672,48,23.7
8.38,6.58,13626,42,23.6
8.51,7.02,13540,38,23.7
8.67,7.74,12907,40,23.5
8.73,7.48,12788,32,23.5
8.85,7.83,12533,31,23.5
8.88,7.87,12436,31,23.5
8.71,7.55,12382,37,23.7
8.82,7.56,12276,31,23.8
8.96,7.71,11871,28,23.7
9.03,8.09,11844,31,23.9
8.75,8.03,11815,41,24.1
9.21,9.05,11734,35,24.8
9.36,9.28,11085,35,25.6
9.48,10.39,10975,46,26
8.76,8.35,11532,52,25
9.1,10.67,10983,48,26
8.62,7.56,11523,38,25
8.56,7.43,11570,37,24.9
8.32,7.21,11551,46,24.8
8.23,6.16,11990,48,24.5
8.3,5.98,11951,44,24.4
8.31,6.29,12016,50,24.4
8.32,7.23,11688,46,24.5
8.44,6.72,11951,45,24.5
8.37,6.39,11895,44,24.5
8.33,6.19,11828,47,24.6
8.28,6.33,11607,55,24.8
8.59,6.74,11554,39,25
8.77,7.35,11324,31,25
8.69,6.92,11232,35,25
8.41,7.06,11023,38,25.1
8.86,7.47,10781,32,25
8.96,7.64,10408,34,25
8.99,8.13,10219,28,25.2
8.51,8.58,9901,40,25.4
9.13,7.75,9464,39,25.7
9.18,8.34,8870,38,26.2
